ID,Application creation month,NUMBER CREDITS IN KBI 3,NUMBER CREDITS IN KBI 6,ADMINISTRATIVE VIOLATION,CRIMINAL VIOLATION,NUMBER CREDITS IN KBI,NUMBER REQUESTS IN KBI,NUMBER REQUESTS IN KBI ALL,CLOSED CREDITS IN KBI,CLOSED CREDITS IN KBI YEAR,OVERDUES IN KBI,DURATION LAST OVERDUE,COUNTGUARANTEE,COUNTCLOSEGUARANTEE,COUNTOPENGUARANTEE,DURATIONGREATESTDELAYLASTYEAR,DURATIONGREATESTDELAYLASTALL,LATECOUNTSUMM 1 7,LATECOUNTSUMM 8 30,LATECOUNTSUMM 31 90,LATECOUNTSUMM 91 180,LATECOUNTSUMM 181,LATECOUNTPRC 1 7,LATECOUNTPRC 8 30,LATECOUNTPRC 31 90,LATECOUNTPRC 91 180,LATECOUNTPRC 181,LATECOUNTPAY 1 7,LATECOUNTPAY 8 30,LATECOUNTPAY 31 90,LATECOUNTPAY 91 180,LATECOUNTPAY 181,SEX,BIRTH CNTR,MARITAL STATUS,CHILDREN,MINORS,HOMEPHONE,WORKPHONE,MOBILE 1,REG TOWNTYPE,HOME TOWNTYPE,EMPLOYMENT,EDUCATION,PROFESSION,REAL ESTATE,VEHICLE,PERSONNEL PHONE,ACCOUNTING PHONE,Age,Length work,Matching address of registration and residence,Loans total,Credit load,Marker
"2,317",winter,0,0,0,0,1,0,5,2,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,Feminine,BY,Married,1,0,yes,yes,yes,City,City,Recruitment,Higher education,k,yes,no,no,no,51,14.4,yes,3,0.05,good
"2,318",summer,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,Agrotown,Agrotown,Recruitment,Secondary technical education,a,no,no,no,no,36,13.0,no,1,0.19,good
"2,319",autumn,0,0,0,0,1,0,4,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,RU,Married,2,0,yes,yes,yes,City,City,Recruitment,Higher education,k,yes,no,no,no,54,1.5,yes,4,0.15,good
"2,320",autumn,0,0,0,3,2,3,15,6,3,3,4,0,0,0,13,59,14,5,0,0,0,16,5,2,0,0,9,4,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Secondary education,j,no,no,no,no,41,0.6,yes,8,0.59,bad
"2,321",summer,0,0,3,0,1,0,4,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,f,no,yes,no,no,32,5.1,yes,2,0.08,good
"2,322",winter,0,0,1,0,0,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Secondary education,h,yes,no,no,no,52,4.3,no,4,0.21,good
"2,323",winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,Village1,Village1,Recruitment,Secondary special education,a,no,no,no,no,24,2.4,yes,0,0.14,good
"2,324",winter,0,0,0,2,0,1,9,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Secondary education,d,no,no,no,no,24,0.8,yes,4,0.50,good
"2,325",autumn,0,1,0,0,1,1,10,7,3,1,9,6,5,1,9,9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,yes,yes,37,17.9,no,8,0.34,good
"2,326",autumn,1,1,1,0,4,2,12,6,1,2,1,4,1,3,14,18,7,4,0,0,0,5,3,0,0,0,2,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,Agrotown,Agrotown,Recruitment,Higher education,o,yes,yes,yes,no,34,1.1,yes,10,0.53,good
"2,327",autumn,0,0,1,0,0,0,7,1,0,0,163,2,0,2,0,163,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,Feminine,BY,Widow,1,0,yes,yes,yes,City,City,Owner of the enterprise,Higher education,f,yes,no,yes,yes,57,7.2,yes,1,0.03,good
"2,328",winter,0,0,0,0,9,1,20,14,5,0,7,5,2,3,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,37,18.3,yes,23,0.50,good
"2,329",autumn,0,2,0,0,2,1,12,9,4,0,6,0,0,0,0,23,1,1,0,0,0,2,0,1,0,0,2,1,0,0,0,Feminine,BY,Single,1,0,yes,yes,yes,City,City,Recruitment,Secondary technical education,d,yes,no,yes,yes,53,25.8,yes,11,0.18,good
"2,330",autumn,0,2,0,0,4,1,6,3,1,3,7,2,0,2,7,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,3,1,yes,yes,yes,City,Agrotown,Recruitment,Secondary special education,j,no,yes,no,no,43,2.1,no,7,0.21,good
"2,331",winter,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,no,no,no,51,0.7,yes,0,0.05,good
"2,332",winter,1,1,2,0,1,1,9,4,2,1,14,3,1,2,0,125,1,0,0,1,0,1,2,1,0,0,0,0,1,0,0,Male,DE,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,h,yes,no,no,no,36,0.9,yes,5,0.11,bad
"2,333",winter,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,3,3,no,yes,yes,City,City,Recruitment,Higher education,g,no,yes,no,no,44,11.0,yes,2,0.04,good
"2,334",autumn,0,0,1,0,0,0,6,4,1,2,1,1,0,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,a,no,yes,yes,yes,33,5.8,yes,4,0.02,good
"2,335",autumn,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,1,yes,yes,yes,Village1,Village1,Recruitment,Secondary technical education,a,no,no,yes,yes,44,12.0,yes,2,0.05,good
"2,336",autumn,0,1,2,0,2,1,7,4,2,1,14,0,0,0,0,17,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,i,no,yes,yes,yes,32,3.5,yes,6,0.33,good
"2,337",autumn,0,0,0,0,1,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,no,yes,no,no,37,4.0,yes,5,0.14,good
"2,338",winter,0,0,0,0,1,2,9,3,0,0,5,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Owner of the enterprise,Higher education,k,yes,yes,no,no,28,2.6,yes,4,0.32,bad
"2,339",autumn,0,0,2,0,0,1,6,3,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,no,no,yes,35,5.8,no,3,0.02,good
"2,340",winter,0,0,2,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,n,yes,yes,no,no,37,11.0,yes,2,0.23,good
"2,341",winter,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,i,no,no,no,no,21,0.3,yes,0,0.44,good
"2,342",autumn,0,1,0,0,3,3,12,8,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Separation,1,0,yes,yes,yes,City,City,Owner of the enterprise,Secondary special education,k,yes,no,no,no,60,2.0,yes,11,0.32,good
"2,343",winter,0,0,3,2,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,Village1,Village1,Recruitment,Secondary special education,a,no,yes,yes,no,29,2.7,yes,1,0.04,good
"2,344",winter,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,f,no,yes,no,no,40,16.3,yes,6,0.24,good
"2,345",winter,0,0,0,2,0,1,4,3,0,0,6,1,1,0,0,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Secondary special education,a,no,yes,no,no,34,0.6,yes,3,0.02,good
"2,346",autumn,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,no,yes,yes,yes,42,1.0,yes,3,0.05,good
"2,347",summer,0,0,0,0,0,0,1,3,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,no,yes,no,no,31,2.3,yes,3,0.07,good
"2,348",autumn,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,1,0,yes,yes,yes,City,City,Recruitment,Higher education,n,yes,yes,no,no,53,30.3,yes,0,0.01,good
"2,349",winter,0,1,1,0,3,1,12,7,1,0,2,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,3,1,1,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary technical education,d,no,no,yes,yes,33,4.8,yes,10,0.54,good
"2,350",summer,1,2,1,1,3,2,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Secondary education,a,yes,yes,no,no,56,26.4,yes,7,0.41,good
"2,351",autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,Agrotown,Agrotown,Recruitment,Higher education,d,yes,no,no,no,38,3.7,yes,0,0.06,good
"2,352",spring,0,1,0,0,2,0,5,9,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Separation,1,0,yes,yes,yes,City,City,Recruitment,Higher education,c,yes,no,yes,yes,41,2.2,yes,11,0.17,good
"2,353",summer,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,UA,Single,0,0,yes,yes,yes,Village1,City,Recruitment,Secondary education,d,no,no,no,no,45,0.3,no,1,0.06,good
"2,354",winter,4,6,0,0,2,1,3,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Secondary education,j,no,no,no,no,28,1.2,yes,6,0.49,good
"2,355",autumn,1,3,2,0,4,0,12,12,2,0,2,3,0,3,0,4,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,3,2,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,yes,no,46,9.5,yes,16,0.42,good
"2,356",autumn,0,1,0,2,3,1,8,3,0,0,1,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Secondary special education,h,yes,yes,no,yes,34,2.7,yes,6,0.21,good
"2,357",winter,0,0,8,0,4,1,13,6,0,4,3,7,4,3,53,53,4,4,0,0,0,7,4,1,0,0,0,1,0,0,0,Male,BY,Separation,1,1,yes,yes,yes,City,City,Owner of the enterprise,Higher education,k,no,yes,no,no,37,11.2,yes,10,0.10,good
"2,358",winter,1,2,3,0,1,3,8,4,2,1,8,1,1,0,8,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Male,UZ,Single,1,1,yes,yes,yes,Agrotown,City,Recruitment,Secondary education,i,no,yes,yes,yes,53,2.5,no,5,0.20,good
"2,359",autumn,1,3,4,3,3,9,9,0,0,2,2,0,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,0,yes,yes,yes,Village1,Village1,Other,Secondary technical education,k,yes,no,no,no,58,0.8,yes,3,0.36,bad
"2,360",autumn,0,1,2,0,2,2,6,3,1,3,4,0,0,0,4,4,3,0,0,0,0,3,1,0,0,0,0,0,0,0,1,Male,BY,Married,2,2,yes,yes,yes,City,City,Individual entrepreneur,Secondary special education,k,yes,yes,no,yes,39,0.3,no,5,0.19,bad
"2,361",autumn,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,RU,Married,1,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,47,23.0,yes,1,0.05,good
"2,362",autumn,0,0,0,0,1,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,d,no,no,no,no,33,6.2,yes,5,0.13,good
"2,363",winter,0,2,10,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,Agrotown,Agrotown,Recruitment,Secondary special education,a,no,no,no,no,21,2.0,yes,2,0.36,good
"2,364",winter,0,1,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,d,no,no,no,no,28,1.8,yes,1,0.04,bad
"2,365",spring,0,1,0,2,1,1,7,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Higher education,e,yes,yes,yes,yes,53,10.3,yes,2,0.01,good
"2,366",autumn,0,0,0,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,0,0,yes,yes,yes,City,City,Recruitment,Secondary special education,f,yes,no,no,no,38,7.2,no,2,0.28,good
"2,367",summer,0,0,0,0,3,1,4,3,1,6,4,1,1,0,19,19,7,1,0,0,0,5,2,0,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Individual entrepreneur,Higher education,k,no,yes,no,no,31,5.4,yes,6,0.08,good
"2,368",autumn,0,0,1,0,4,0,9,5,1,0,1,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Feminine,BY,Separation,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,no,yes,yes,yes,41,10.3,yes,9,0.70,good
"2,369",autumn,0,0,1,0,0,0,2,4,3,1,24,1,0,1,0,6,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,Male,BY,Separation,0,0,yes,yes,yes,City,City,Recruitment,Secondary special education,i,no,yes,no,no,47,6.8,yes,4,0.02,good
"2,370",winter,0,0,0,0,2,1,9,7,0,8,16,0,0,0,46,46,4,3,2,0,0,4,12,0,0,0,1,1,0,0,0,Feminine,BY,Married,0,0,yes,yes,yes,Agrotown,Agrotown,Recruitment,Secondary special education,h,no,yes,yes,yes,24,4.3,yes,9,0.29,good
"2,371",autumn,0,0,0,0,1,1,6,4,0,0,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,yes,yes,36,10.4,yes,5,0.24,good
"2,372",autumn,0,0,3,0,3,1,4,2,0,1,1,6,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Male,BY,Married,3,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,48,4.1,no,5,0.37,good
"2,373",autumn,2,2,0,0,3,0,10,9,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Male,BY,Married,3,3,yes,yes,yes,City,City,Recruitment,Secondary technical education,a,yes,yes,no,no,31,5.3,yes,12,0.24,good
"2,374",winter,0,0,0,0,1,0,2,3,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,p,no,no,yes,yes,26,2.2,yes,4,0.12,good
"2,375",autumn,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,0,0,no,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,26,2.4,yes,2,0.27,good
"2,376",autumn,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,3,3,yes,yes,yes,City,City,Recruitment,Higher education,p,yes,yes,no,no,42,4.0,yes,2,0.02,good
"2,377",winter,0,0,1,0,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,1,yes,yes,yes,Village1,Village1,Recruitment,Secondary education,a,yes,yes,no,no,42,11.4,yes,3,0.22,good
"2,378",autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Secondary special education,a,no,yes,no,no,23,2.0,yes,0,0.14,good
"2,379",winter,0,0,0,0,0,1,11,1,0,0,289,0,0,0,0,289,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Male,BY,Separation,0,0,yes,no,yes,Urban type settlement,Village1,Recruitment,Secondary special education,m,yes,no,yes,yes,45,7.8,no,1,0.25,good
"2,380",winter,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,yes,yes,47,4.0,yes,5,0.14,good
"2,381",autumn,0,1,0,0,1,0,9,5,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,LT,Married,2,2,yes,yes,yes,City,City,Recruitment,Secondary education,i,yes,yes,no,no,32,8.5,yes,6,0.09,good
"2,382",summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Secondary special education,a,no,no,no,no,24,3.5,yes,0,0.05,good
"2,383",summer,0,1,0,0,3,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,c,yes,no,yes,yes,35,10.6,yes,5,0.25,good
"2,384",winter,0,0,0,0,0,0,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Separation,2,0,yes,yes,yes,City,City,Recruitment,Secondary education,d,yes,no,yes,yes,56,4.3,yes,3,0.14,good
"2,385",autumn,0,0,3,0,2,0,5,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,33,10.0,yes,5,0.11,good
"2,386",winter,1,1,0,0,1,1,7,4,2,0,8,2,0,2,0,8,4,1,0,0,0,4,1,0,0,0,4,1,0,0,0,Male,BY,Separation,1,1,no,yes,yes,City,City,Recruitment,Higher education,d,yes,no,no,no,43,11.0,yes,5,0.05,good
"2,387",spring,0,0,0,0,5,1,11,8,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Secondary special education,c,yes,yes,yes,yes,41,19.9,yes,13,0.27,good
"2,388",autumn,0,0,0,0,2,0,0,0,0,6,11,0,0,0,34,39,8,10,1,0,0,8,9,2,0,0,7,8,3,0,0,Male,BY,Married,1,0,yes,yes,yes,City,City,Recruitment,Higher education,o,yes,no,no,no,46,0.6,yes,2,0.12,good
"2,389",winter,0,3,0,0,1,2,9,5,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,yes,yes,36,6.0,no,6,0.14,good
"2,390",summer,0,0,0,0,1,0,9,1,1,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,UA,Married,3,3,yes,yes,yes,City,City,Recruitment,Secondary education,o,yes,yes,no,no,39,7.0,yes,2,0.18,good
"2,391",winter,0,0,0,0,1,0,8,6,2,0,1,4,2,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Male,BY,Married,3,3,yes,yes,yes,Village1,Village1,Recruitment,Secondary special education,i,yes,yes,yes,yes,39,13.9,yes,7,0.05,good
"2,392",winter,0,0,0,0,0,1,2,2,0,0,12,1,1,0,0,52,5,10,5,0,0,5,10,5,0,0,5,10,5,0,0,Male,BY,Married,2,0,yes,no,yes,City,City,Pensioner,no information,b,yes,no,no,no,63,3.1,yes,2,0.24,bad
"2,393",winter,1,1,7,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Owner of the enterprise,Higher education,k,yes,yes,yes,yes,37,6.0,yes,1,0.07,good
"2,394",spring,0,0,0,0,0,0,1,2,1,0,15,0,0,0,0,9,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Male,BY,Married,2,1,yes,yes,yes,City,City,Recruitment,Higher education,p,yes,yes,no,no,58,1.0,yes,2,0.06,good
"2,395",autumn,1,2,0,0,2,0,8,3,3,1,8,2,0,2,8,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,0,0,yes,yes,yes,City,City,Recruitment,Secondary special education,s,no,yes,yes,yes,24,6.6,yes,5,0.34,good
"2,396",spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,p,no,no,no,no,25,2.7,yes,0,0.05,good
"2,397",autumn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,1,1,yes,yes,yes,City,City,Recruitment,Secondary education,d,no,no,no,no,26,1.3,yes,0,0.01,good
"2,398",winter,0,0,1,0,2,1,6,2,1,16,36,0,0,0,38,38,15,6,2,0,0,15,6,3,0,0,10,1,0,0,0,Male,BY,Single,1,1,yes,yes,yes,City,City,Recruitment,Secondary education,d,no,yes,no,no,27,1.0,yes,4,0.24,good
"2,399",autumn,0,0,0,0,1,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,1,yes,yes,yes,City,City,Recruitment,Secondary technical education,a,no,no,yes,yes,43,24.5,yes,4,0.16,good
"2,400",autumn,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,no,yes,yes,City,City,Recruitment,Secondary special education,l,no,no,no,no,27,3.0,yes,1,0.15,good
"2,401",summer,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,2,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,35,13.5,yes,3,0.13,good
"2,402",winter,1,4,0,0,6,0,8,2,1,5,2,0,0,0,7,11,4,0,0,0,0,3,2,0,0,0,2,1,0,0,0,Male,BY,Separation,2,0,yes,yes,yes,City,City,Recruitment,Secondary education,a,yes,no,yes,yes,59,15.3,yes,8,0.34,bad
"2,403",autumn,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Secondary education,c,yes,yes,no,no,45,11.2,no,1,0.05,good
"2,404",autumn,0,0,4,2,2,0,2,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Male,UA,Single,2,1,yes,yes,yes,Agrotown,Agrotown,Recruitment,Secondary education,i,no,yes,no,no,43,5.9,yes,3,0.17,good
"2,405",autumn,0,1,0,0,3,0,8,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,no,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,yes,yes,24,4.0,yes,4,0.52,good
"2,406",autumn,0,0,0,0,2,0,1,1,0,1,7,0,0,0,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,Rural village,Rural village,Recruitment,Higher education,f,yes,yes,yes,yes,27,2.0,yes,3,0.26,good
"2,407",autumn,0,0,1,0,4,1,6,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,1,yes,yes,yes,City,City,Recruitment,Higher education,n,yes,no,no,no,41,2.8,yes,8,0.09,good
"2,408",autumn,0,0,2,0,0,1,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Separation,1,1,yes,yes,yes,City,City,Recruitment,Higher education,j,yes,yes,yes,no,40,10.0,yes,6,0.03,good
"2,409",winter,0,0,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Separation,1,0,yes,yes,yes,City,City,Recruitment,Higher education,a,yes,yes,no,no,36,3.9,yes,2,0.04,good
"2,410",autumn,0,0,0,0,2,0,6,4,0,0,6,0,0,0,0,6,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,no,27,5.3,no,6,0.11,good
"2,411",winter,0,0,0,0,3,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,UA,Married,1,1,yes,yes,yes,City,City,Individual entrepreneur,Higher education,g,no,no,no,no,46,5.8,no,5,0.37,good
